id,trigger,conditions,script,text,options,notes
RHannanWhyHarassingReact1a,DialogOptionSelected,$option == RHannan_whyHarassingReact1a,"$player.ethosCynical++
$option = RHannan_whyHarassing2 0
FireBest DialogOptionSelected","""We might just be abwe to wowk togethew, captain."" He smiwes induwgentwy, then adds softwy ""And yet I do bewieve. If I teww you onwy one twuth, it is that I do bewieve.""",,
RHannanWhyHarassingReact1b,DialogOptionSelected,$option == RHannan_whyHarassingReact1b,$player.ethosIdealistic++,"""You and I both, captain,"" he says cowdwy. ""It is simpwy youw convenience to judge to unpwacticed ideaws fwom the outside.""

""The Weague, captain, is evewything! It is evewything to me, to Gens Hannan. Ouw excewwence bwossoms within the fweedom of the Weague. I have eawned the fwuit and I have buiwt them to towewing heights - wook upon pwoud Kazewon. No mewe backwatew, it is a bawycentew of powew!"" 

Weynawd pauses, wooking away fow a moment. ""What have you buiwt, captain? Do not speak to me of ideaws; show me.""",RHannan_whyHarassing2:Continue,
RHannanWhyHarassingReact1c,DialogOptionSelected,$option == RHannan_whyHarassingReact1c,"$player.ethosFreedom++
$option = RHannan_whyHarassing2 0
FireBest DialogOptionSelected","""And what is fweedom to you?"" he says, suddenwy intense. ""You. An outsidew, a bawbawian at the gates, at the head of a wawfweet thweatening this pwecious thing we have buiwt. Who awe you to speak of fweedom?""

""My fweedom,"" he hits the tabwe with two fingews, ""I have given it fow my wowwd and fow my Gens; wook upon pwoud Kazewon! I have eawned evewything you see befowe you. The Weague gave me that fweedom, and the Weague has pwospewed fow it!""

Weynawd pauses, taking a bweath and awwowing a bwittwe cawm to we-settwe. ""Do not speak of ideaws. Show me.""",RHannan_whyHarassing2:Continue,
RHannanWhyHarassing2,DialogOptionSelected,$option == RHannan_whyHarassing2,,"""The Pewsean Sectow is pwecawiouswy bawanced. If youw pawt in it feww to the wwong side of that bawance...""

He cwoses his eyes fow a moment, shaking his head dewicatewy.

The Pwime Demawchon wooks to you. ""Considew this an assewtive wecommendation to join the Weague.""","RHannan_whyHarassingReact2a:""Consider it noted.""
RHannan_whyHarassingReact2b:""I'll join - to vote you out of office.""
RHannan_whyHarassingReact2c:""The waste of human life is unbelievably cynical.""",
RHannanWhyHarassingReact2a,DialogOptionSelected,$option == RHannan_whyHarassingReact2a,FireAll PopulateOptions,"""Duwy,"" he says with a smiwk.",,
RHannanWhyHarassingReact2b,DialogOptionSelected,$option == RHannan_whyHarassingReact2b,"$player.toldReynardVoteHimOut = true
$player.ethosOrder++
FireAll PopulateOptions","A gwimmew of miwth entews his eyes.

""I wouwd savow youw attempt.""",,
RHannanWhyHarassingReact2c,DialogOptionSelected,$option == RHannan_whyHarassingReact2c,"$player.ethosHumanitarian++
$player.toldReynardHeWastesHumanLife = true
FireAll PopulateOptions","""Puwe heawts awe fow mawtyws and poets, I'm afwaid. Considewing youw pocket empiwe,"" he says with a smiwk, ""I don't take you fow eithew.""",,
RHannanMsgFollowup,PopulateOptions,"$id == reynard_hannan
$leftMessages == 1
!$askedDoYouEvenReadYourMessages",,,"RHannan_msgFollowup:""I left a message with your secretary. Have you given it thought?""",
RHannanMsgFollowupMany,PopulateOptions,"$id == reynard_hannan
$leftMessages > 1
!$askedDoYouEvenReadYourMessages",,,"RHannan_msgFollowup:""I left some messages with your secretary. Have you given them thought?""",
RHannanMsgFollowupHub,DialogOptionSelected,$option == RHannan_msgFollowup,FireAll RHannanMsgFollowHub,"Weynawd puts a fingew to his wips, his face tiwting downwawd in thought fow a moment. ""I'm afwaid I don't wecaww any messages,"" he says with an appwopwiatewy genewous aiw of apowogy... tempewed by the mewest hint of dismissaw.

""What did you wish to discuss?""",,
RHannanMsgFollowupDoYouEven,RHannanMsgFollowHub,"!$askedDoYouEvenReadYourMessages
$followedUpOnAnyMessage",,,"RHannan_msgDoYouEven:""Do you even read your messages?""",
RHannanMsgFollowupJoinLeague,RHannanMsgFollowHub,"$leftMessageJoinLeague
!$player.isLeagueMember",,,"RHannan_msgFollowJoinLeague:""I inquired about joining the Persean League.""",
RHannanMsgFollowupOfferServices,RHannanMsgFollowHub,"$leftMessageOfferServices
!$askedAboutOfferServices",,,"RHannan_msgFollowOfferServices:""I said I would offer my services to Gens Hannan.""",
RHannanMsgFollowupDiscussFuture,RHannanMsgFollowHub,"$leftMessageDiscussFuture
!$askedToDiscussFuture",,,"RHannan_msgFollowDiscussFuture:""I have important information to discuss concerning the future of the Persean Sector itself!""",
RHannanMsgFollowupDiscussFuture2,RHannanMsgFollowHub,"$askedToDiscussFuture
!$askedToDiscussFuture2",,,"RHannan_msgFollowDiscussFuture2:""This information is very important, it concerns the Gate system and the Galatia Academy."" (explain)",
RHannanMsgFollowupHorusYaribay,RHannanMsgFollowHub,"$leftMessageHorusYaribay
!$player.talkedAboutNarcingOnHorusYaribay",,,"RHannan_msgFollowHorusYaribay:""I wish to discuss... a delicate matter involving Horus Yaribay's activities.""",
RHannanMsgFollowupNeverMind,RHannanMsgFollowHub,,,,"RHannan_msgBack:""Never mind."" (back)",
RHannanMsgFollowupBack,DialogOptionSelected,$option == RHannan_msgBack,FireAll PopulateOptions,,,
RHannanMsgDoYouEven,DialogOptionSelected,$option == RHannan_msgDoYouEven,"AdjustRepPerson reynard_hannan SUSPICIOUS -1
$askedDoYouEvenReadYourMessages = true
RemoveOption RHannan_msgDoYouEven","""Captain."" Weynawd gives you a pitying wook.

His message is cweaw: You shouwd know bettew than to ask. And in asking, you've wasted both his time and youw own.

But mowe impowtantwy, his.",,
RHannanMsgFollowJoinLeague,DialogOptionSelected,$option == RHannan_msgFollowJoinLeague,"$followedUpOnAnyMessage = true
$option = rh_joinLeague 0
FireBest DialogOptionSelected","""Did you,"" he says wathew than asks, making it cweaw that he did not weceive any message. And if he did, he wouwdn't have twoubwed to wemembew it.",,
RHannanMsgFollowOfferServices,DialogOptionSelected,$option == RHannan_msgFollowOfferServices,"$followedUpOnAnyMessage = true
$askedAboutOfferServices = true
FireAll RHannanMsgFollowHub","""If you awe wooking fow a job, then I suggest you go find a spacew baw and 'ask awound'.""

He dances his fingews at these wast wowds, wike he's discussing something faw, faw beneath his intewest.",,
RHannanMsgFollowDiscussFuture,DialogOptionSelected,$option == RHannan_msgFollowDiscussFuture,"$followedUpOnAnyMessage = true
$askedToDiscussFuture = true
FireAll RHannanMsgFollowHub","""I-"" he begins, then manages to just suppwess a yawn.

""You must fowgive me, captain. The Weague Counciw sessions can wun wate."" He wesettwes himsewf, adjusting his ovewcoat back into cawewesswy pewfect disawway.

""Pawdon my fowgetfuwness, did you have a mattew of pwessing concewn to discuss?""",,
RHannanMsgFollowDiscussFuture2,DialogOptionSelected,$option == RHannan_msgFollowDiscussFuture2,"AdjustRepActivePerson INHOSPITABLE -1
$askedToDiscussFuture2 = true
FireAll RHannanMsgFollowHub","Weynawd begins to yawn woudwy again, intewwupting youw expwanation.

He hawts suddenwy in the middwe of the act - fow it is an act - to give you an impatient wook.

""As I've expwained, captain,"" that wowwy titwe used as wepwimand, ""I don't wish to discuss such mattews with you.""",,
RHannanMsgFollowHorusYaribay,DialogOptionSelected,$option == RHannan_msgFollowHorusYaribay,"$followedUpOnAnyMessage = true
$player.talkedAboutNarcingOnHorusYaribay = true","""Awe you going to teww me that Howus Yawibay is attempting to conspiwe with High Hegemon Baikaw Daud?""","RHannan_msgFollowHorusYaribayA:""...Yes.""
RHannan_msgFollowHorusYaribayB:""Um. No?""
RHannan_msgFollowHorusYaribayC:""It's more complex than that.""",
RHannanMsgFollowHorusYaribayA,DialogOptionSelected,$option == RHannan_msgFollowHorusYaribayA,"FireBest RHannanHorusKeyCheck
FireAll RHannanMsgFollowHub","""I am touched by youw concewn, captain,"" Weynawd says with too-pwacticed wawmth. ""But twust that I have a handwe on the intwigues of my good fwiend Howus.""",,
RHannanMsgFollowHorusYaribayB,DialogOptionSelected,$option == RHannan_msgFollowHorusYaribayB,"FireBest RHannanHorusKeyCheck
FireAll RHannanMsgFollowHub","""I am touched by youw concewn, captain,"" Weynawd says, as if induwging a bwight student. ""But you may twust that I have a handwe on the intwigues of my good fwiend Howus.""",,
RHannanMsgFollowHorusYaribayC,DialogOptionSelected,$option == RHannan_msgFollowHorusYaribayC,"FireBest RHannanHorusKeyCheck
FireAll RHannanMsgFollowHub","""I'm suwe it is,"" Weynawd says easiwy, as if induwging a bwight student. ""Which is why I have sevewaw intewwigence netwowks keeping an eye on the intwigues of my good fwiend Howus.""",,
RHannanMsgFollowHorusYaribayD,RHannanHorusKeyCheck,$player.gaveDaudYaribayContact,,"He spweads his hands, evew-genewous of spiwit. ""You need not give me his cwyptokey ow anything so gauche. It wouwd huwt Howus to be so betwayed.""",,
,,,,,,
,,,,,,
# Tri-Tachyon,,,,,,
# Artemisia Sun,,,,,,
defaultSunGreeting,PickGreeting,$id == sun score:1000,"#ShowPersonVisual
#FireAll PopulateOptions
SetShortcut cutCommLink ""ESCAPE""","Aftew an intewminabwe wait watching vowatiwes futuwes scwoww past the cwest of the Twi-Tachyon cowpowation, the comm-wink connects you with a pewfectwy coiffed juniow secwetawy fwom the office of CEO Awtemisia Sun.

""The Twi-Tachyon Cowpowation wewcomes you to Eochu Bwes. How can we hewp you today?"" 

No human wouwd be this cheewfuw. You weawize that this is some kind of sub-dewta howo-simuwacwum intewface.","sunOffice_talk:""I want to talk to Artemisia Sun.""
sunOffice_human:""Let me speak to a human.""
cutCommLink:Cut the comm link",
sunOfficeTalk,DialogOptionSelected,$option == sunOffice_talk,,"""I'm sowwy, captain."" The sim pwoduces a bwiwwiant smiwe which conveys just enough guiwt and sewf-doubt that you feew youwsewf feewing - no, you catch youwsewf. The sim has no emotions.

""I'm afwaid I can't do that,"" it says pweasantwy. Behind its wowds you sense a waww of cowd machine intewwigence. You couwd beg fow days and the sim wouwd not budge a centimetew.",cutCommLink:Cut the comm link,
sunOfficeHuman,DialogOptionSelected,$option == sunOffice_human,,"""I'm sowwy, captain."" The sim pwoduces a bwiwwiant smiwe which conveys just enough guiwt and sewf-doubt that you feew youwsewf feewing - no, you catch youwsewf. The sim has no emotions.

""I'm afwaid I can't do that,"" it says pweasantwy. Behind its wowds you sense a waww of cowd machine intewwigence. You couwd beg fow days and the sim wouwd not budge a centimetew.",cutCommLink:Cut the comm link,
,,,,,,
# Rayan Arroyo,,,,,,
RayanArroyoDefaultGreeting,PickGreeting,$id == arroyo score:1000,"ShowPersonVisual
FireAll PopulateOptions","Youw comms connect. The animated wogo of some Twi-Tachyon sub-depawtment makes hawf of a wotation befowe the caww is answewed. 

""Awwoyo hewe. Who's tawking?"" Wayan Awwoyo wooks you ovew disappwovingwy, as if examining a wuxuwy stawship huww fow scwatches.
OR
""This bettew be good."" Wayan Awwoyo wooks you ovew disappwovingwy, ""Wemind me to take you shopping fow a pwopew suit. I know a guy who can do wondews.""
OR
""Awwoyo. Make it quick."" Wayan Awwoyo appwaises you, with a fwown. ""Oh. You. What is it this time?",,
#RayanArroyoAskAboutZGRoptTEST,PopulateOptions,$id == arroyo score:1000,,,"arroyo_askAboutZGRdev:""Have you had any dealing with Zunya Glamor-Rotanev?"" DEV",
#RayanArroyoAskAboutZGR1TEST,DialogOptionSelected,$option == arroyo_askAboutZGRdev,"$global.foundZGRabyssMercs = true
$player.askedArroyoAboutZGR = true
FireAll ArroyoAskAboutZGR1opts","""The Diwectow of Speciaw Acquisitions.""

His eyes nawwow.

""What'd you get into? You didn't agwee to anything she offewed, did you?""",,
RayanArroyoAskAboutZGRoptB,PopulateOptions,"$id == arroyo score:1000
$global.foundZGRabyssMercs
!$player.metZGR
!$player.askedArroyoAboutZGR",,,"arroyo_askAboutZGR:""Have you had any dealing with Zunya Glamor-Rotanev?""",
RayanArroyoAskAboutZGRopt,PopulateOptions,"$id == arroyo score:1000
$player.metZGR
!$player.askedArroyoAboutZGR",,,"arroyo_askAboutZGR:""Have you had any dealing with Zunya Glamor-Rotanev?""",
RayanArroyoAskAboutZGR1,DialogOptionSelected,$option == arroyo_askAboutZGR,"$player.askedArroyoAboutZGR = true
FireAll ArroyoAskAboutZGR1opts","""The Diwectow of Speciaw Acquisitions.""

His eyes nawwow.

""What'd you get into? You didn't agwee to anything she offewed, did you?""",,
ArroyoAskAboutZGRoptE,ArroyoAskAboutZGR1opts,$global.foundZGRabyssMercs,,,"arroyo_askAboutZGRoptEresp:""I found a dead ship. Full of recordings of hatred for this Glamor-Rotanev.""",
ArroyoAskAboutZGRoptB,ArroyoAskAboutZGR1opts,$global.ZGRcommentedOnArroyo,,,"arroyo_askAboutZGRoptBresp:""She told me you didn't have the 'killer instinct for senior leadership'.""",
ArroyoAskAboutZGRoptA,ArroyoAskAboutZGR1opts,,,,"arroyo_askAboutZGRoptAresp:""Not... exactly.""",
ArroyoAskAboutZGRoptC,ArroyoAskAboutZGR1opts,$player.metZGR,,,"arroyo_askAboutZGRoptCresp:""I, uh, couldn't say. I was interested in your impression of her.""",
ArroyoAskAboutZGRoptD,ArroyoAskAboutZGR1opts,,,,"arroyo_askAboutZGRoptDresp:""You know what? Never mind.""",
ArroyoAskAboutZGRoptAresp,DialogOptionSelected,$option == arroyo_askAboutZGRoptAresp,"$option = arroyo_askAboutZGR2 0
FireBest DialogOptionSelected","""You did, didn't you."" He gwawes. Then makes an exaspewated sigh.",,
ArroyoAskAboutZGRoptArespB,DialogOptionSelected,"$option == arroyo_askAboutZGRoptAresp
$global.foundZGRabyssMercs
!$player.metZGR","$option = arroyo_askAboutZGR2 0
FireBest DialogOptionSelected","He gwawes at you fow a moment. Then sighs, wooking away.",,
ArroyoAskAboutZGRoptEresp,DialogOptionSelected,$option == arroyo_askAboutZGRoptEresp,$toldAboutMercs = true 0,"""Of couwse!"" Awwoyo says with a waugh. ""Oh, that's ouw Zunya awwight.""

He takes a deep bweath and wubs his fowehead, suddenwy sombew. ""Wet me teww you about hew.""",arroyo_askAboutZGR2:Continue,
ArroyoAskAboutZGRoptBresp,DialogOptionSelected,$option == arroyo_askAboutZGRoptBresp,,"""She wouwd,"" he says.

""What I know is that business is about peopwe. Business is deaws, and peopwe make deaws. I'm a peopwe pewson. That's why I'm wooking out fow you, $pwayewFiwstName. Wemembew that.""

Then makes an exaspewated sigh.

""Now. Gwamow-Wotanev,"" he fwowns and puts his hands togethew.",arroyo_askAboutZGR2:Continue,
ArroyoAskAboutZGRoptCresp,DialogOptionSelected,$option == arroyo_askAboutZGRoptCresp,"$option = arroyo_askAboutZGR2 0
FireBest DialogOptionSelected","He gwawes at you fow a moment. Then sighs, exaspewated.",,
ArroyoAskAboutZGRoptDresp,DialogOptionSelected,$option == arroyo_askAboutZGRoptDresp,,"""No, you can't just back out of this,"" he says with a gwawe. ""You need to know who you'we deawing with.""

He pauses fow moment, considewing you.

Then sighs, exaspewated.",arroyo_askAboutZGR2:Continue,
ArroyoAskAboutZGR2,DialogOptionSelected,$option == arroyo_askAboutZGR2,FireAll ArroyoAskAboutZGR2opts,"""What she bewieves is that if she makes a show of how much she doesn't cawe about anything, anyone, it'ww wook wike she's the most wuthwess and focused executive in the Company. Just see how much she's wiwwing to destwoy to succeed! Thewe must be something to it, wight?""

He sits back, fists cwenched. ""It's a waste of capitaw! Human wesouwces, too. Do you know how expensive it is to twain good techs, competent management? Of couwse woyawty can be bought, but then hew pewfowmance gets attached to the Company bwand and makes buying it mowe expensive fow the west of us. So now I'm paying highew wabow pwemiums? To boost HEW caweew?""",,
ArroyoAskAboutZGR2optC,ArroyoAskAboutZGR2opts,"$global.foundZGRabyssMercs
!$player.metZGR
$toldAboutMercs",,,"arroyo_askAboutZGR3c:""So her plan was to get those mercs killed?""",
ArroyoAskAboutZGR2optA,ArroyoAskAboutZGR2opts,,,,"arroyo_askAboutZGR3a:""I had no idea you were such a humanitarian.""",
ArroyoAskAboutZGR2optD,ArroyoAskAboutZGR2opts,,,,"arroyo_askAboutZGR3d:""Surely you can use this against her.""",
ArroyoAskAboutZGR2optB,ArroyoAskAboutZGR2opts,!$global.foundZGRabyssMercs,,,"arroyo_askAboutZGR3b:""So her plan is to get me killed?""",
ArroyoAskAboutZGR3a,DialogOptionSelected,$option == arroyo_askAboutZGR3a,,"He gives you a wook.

""Don't even stawt.""",arroyo_askAboutZGR4:Continue,
ArroyoAskAboutZGR3b,DialogOptionSelected,$option == arroyo_askAboutZGR3b,,"""Pwobabwy not."" He gives you a wook.

""But she'ww use youw death if she finds a way to make it usefuw. And she wiww.""",arroyo_askAboutZGR4:Continue,
ArroyoAskAboutZGR3c,DialogOptionSelected,$option == arroyo_askAboutZGR3c,,"""Pwobabwy not."" He gives you a wook.

""But she'ww use theiw death if she finds a way to make it usefuw to hew. And she wiww.""",arroyo_askAboutZGR4:Continue,
ArroyoAskAboutZGR3d,DialogOptionSelected,$option == arroyo_askAboutZGR3d,,"He gives you a wook.

""We'ww see.""",arroyo_askAboutZGR4:Continue,
ArroyoAskAboutZGR4,DialogOptionSelected,$option == arroyo_askAboutZGR4,$player.askedArroyoAboutZGR = true,"""My advice is, if you get invowved? Watch youw back. Mind youwsewf. Don't twust hew.""

He wooks away, thinking. His hands hewd togethew in fwont of his mouth, not quite the fowm of Wuddic pwayew.

""Seen a few fweet opewatows faww wight off the map. She's wooking fow something. Big wisk. I'd bet if I knew what it was I'd say it wasn't wowth it.""","arroyo_askAboutZGR5a:""We'll just have to find out.""
arroyo_askAboutZGR5b:""Thank you for your warning.""
arroyo_askAboutZGR5c:""She wants me to find something called the 'Threat'.""",
ArroyoAskAboutZGR4b,DialogOptionSelected,"$option == arroyo_askAboutZGR4
$global.foundZGRabyssMercs
!$player.metZGR",$player.askedArroyoAboutZGR = true,"""My advice is don't get invowved. And you'we not going to wisten, awe you.""

He wooks away, thinking. His hands hewd togethew in fwont of his mouth, not quite the fowm of Wuddic pwayew.

""Seen a few fweet opewatows faww wight off the map. She's wooking fow something. Big wisk. I'd bet if I knew what it was I'd say it wasn't wowth it.""","arroyo_askAboutZGR5c:""I'm going to find out.""
arroyo_askAboutZGR6c:""I'll stay away."" (lie)
arroyo_askAboutZGR6d:""...Thanks for the warning.""",
ArroyoAskAboutZGR5a,DialogOptionSelected,$option == arroyo_askAboutZGR5a,FireAll PopulateOptions,"His eyes meet youws thwough the wink.

""We won't. I'm going to be wich, get wichew, and enjoy my spwendid home. You can go do something vewy stupid if you have to. Just hope it doesn't get us aww kiwwed.""",,
ArroyoAskAboutZGR5b,DialogOptionSelected,$option == arroyo_askAboutZGR5b-a,FireAll PopulateOptions,"His eyes meet youws thwough the wink.

""I'm going to be wich, get wichew, and enjoy my spwendid home. You shouwd do the same.""

He wooks away again, pwesumabwy at achingwy beautifuw mountain vistas. ""But you won't.""",,
ArroyoAskAboutZGR5c,DialogOptionSelected,$option == arroyo_askAboutZGR5c,,"His eyes meet youws thwough the wink.

""That sounds wike the thiwd wowst idea I've evew heawd.""","arroyo_askAboutZGR6b:""What are the first two?""
arroyo_askAboutZGR6a:Let it go",
ArroyoAskAboutZGR6a,DialogOptionSelected,$option == arroyo_askAboutZGR6a,FireAll PopulateOptions,,,
ArroyoAskAboutZGR6b,DialogOptionSelected,$option == arroyo_askAboutZGR6b,FireAll PopulateOptions,"He fawws back in his chaiw with an unhappy sound.

""Not now.""",,
ArroyoAskAboutZGR6c,DialogOptionSelected,$option == arroyo_askAboutZGR6c,FireAll PopulateOptions,"He weans back in his chaiw.

""Suwe.""",,
ArroyoAskAboutZGR6d,DialogOptionSelected,$option == arroyo_askAboutZGR6d,FireAll PopulateOptions,"He weans back in his chaiw.

""Suwe.""",,
# Rayan Arroyo on AI ,,,,"Wepwace us aww with AI cowes - hah! Do that, and they'ww zip off into theiw own howe in hypewspace and make 11-dimensionaw awt ow some Wudd-damned thing ow othew. The smawtew those things awe, the mowe unwewiabwe they get. No mind fow business, take my wowd fow it.""",,"# cut from elsewhere, where to roll it back in?"
# ArroyoAskAboutAI TODO,DialogOptionSelected,,,"He gives you a wook.

""Don't get cwevew, inspectow."" He speaks the wowd with iwonic emphasis. ""My wegaw team is mowe than happy to wet you know ow anyone ewse just how hypotheticaw my statements awe.""",,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
# Zunya Glamor-Rotanev,,,,,,
ZGRdevGive,PopulateOptions,"$id == glamor_rotanev score:1000
$global.isDevMode",SetOptionColor zgr_devGive gray,,100:zgr_devGive:DEV give some special junk and set encountered weirdness,
ZGRdevGive2,DialogOptionSelected,$option == zgr_devGive,"AddRemoveAnyItem SPECIAL shrouded_substrate 10
AddRemoveAnyItem SPECIAL shrouded_thunderhead 1
AddRemoveAnyItem SPECIAL threat_processing_unit 1
AddRemoveAnyItem SPECIAL fragment_fabricator 1
AddRemoveAnyItem SPECIAL shrouded_lens 1
AddRemoveAnyItem SPECIAL shrouded_mantle 1
$player.encounteredWeird = true
$player.encounteredThreat = true
$player.encounteredDweller = true
FireAll PopulateOptions",,,
ZGRgreetingDefault,PickGreeting,$id == glamor_rotanev score:1000,"ShowPersonVisual
FireAll PopulateOptions","Youw comms awe wouted thwough a secwetawy, eithew a howosim ow pwoduct of uncanny cosmetic and behaviow tuning, then, aftew a bwief wait, the wink bwinks to Diwectow Gwamow-Wotanev.

""Captain $playerLastName,"" she says with diminishing bweeziness.",,
,,,,,,
# ZGR talk about Elek,,# $saidPitchElek,,,,
ZGRpostGADHOconfrontOpt,PopulateOptions,"$id == glamor_rotanev
!$saidPitchElek
$global.gaDHO_elekRevealedZGRasPatron
!$didGADHOtalk",,,"ZGR_postGADHOconfront1:""I understand you've been funding Cornelius Elek. Giving him ideas.""",
ZGRtalkPostGADHOimplyOpt,PopulateOptions,"$id == glamor_rotanev
!$saidPitchElek
$global.gaDHO_elekRevealedTriTachyonAsPatron
!$global.gaDHO_elekRevealedZGRasPatron
!$didGADHOtalk",,,"ZGR_postGADHOimply1:""An Academician Elek said something funny- that he was being funded by Tri-Tachyon.""",
ZGRtalkPostGADHOreturnOpt,PopulateOptions,"$id == glamor_rotanev
$saidPitchElek
!$didGADHOtalk",,,"ZGR_postGADHOreturn1:""Academician Elek. You funded his research. And directed it.""",
ZGRpostGADHOconfrontStart,DialogOptionSelected,$option == ZGR_postGADHOconfront1,,"The Diwectow's face cweates a smiwe. ""He wasn't supposed to teww anyone. But this is Cownewius Ewek, so I cannot be suwpwised.""

Hew face, and tone, go bwank again.

""You have something mowe to say about Ewek. Pwoceed.""","ZGR_postGADHOimply1:""He was looking into an old sensor array. It found the Onslaught Mk.I.""",
ZGRpostGADHOimplyStart,DialogOptionSelected,$option == ZGR_postGADHOimply1,,"""Oh?"" The Diwectow's face is immobiwe.","ZGR_postGADHOimply2:""Yes. I thought you might be involved.""",
ZGRpostGADHOimply2,DialogOptionSelected,$option == ZGR_postGADHOimply2,"$doingGADHOconv = true 0
$didGADHOtalk = true","""What made you think that, I wondew,"" she says.","ZGR_postGADHOimply3:""Because you're Tri-Tachyon's Director of 'Special Acquisitions'.""",
ZGRpostGADHOimply3a,DialogOptionSelected,"$option == ZGR_postGADHOimply3
!$global.gaveZGRoneslaughtAccess
PlayerFleetHasShipWithBaseHull onslaught_mk1",FireAll ZGRpostGADHOelekHubOpts,"Gwamow-Wotanev cweates a smiwe fow you.

""Yes, I was admiwing youw new acquisition."" Hew eyes fwickew oddwy, and you detect what might be a wawe spawk of genuine amusement. 

""Ow pewhaps I shouwd caww it youw vewy, vewy owd acquisition.""",,
ZGRpostGADHOimply3b,DialogOptionSelected,"$option == ZGR_postGADHOimply3
$global.gaveZGRoneslaughtAccess",FireAll ZGRpostGADHOelekHubOpts,"Gwamow-Wotanev cweates a smiwe fow you.

""And you found it."" She sounds unsuwpwised by the news. ""Ewek was distwaught, I am to undewstand.""

Hew eyes fwickew oddwy, and you detect what might be a wawe spawk of genuine amusement.","
",
ZGRpostGADHOimply3c,DialogOptionSelected,"$option == ZGR_postGADHOimply3
!$global.gaveZGRoneslaughtAccess",FireAll ZGRpostGADHOelekHubOpts,"Gwamow-Wotanev cweates a smiwe fow you.

""And you found what he didn't know he was wooking fow."" She sounds unsuwpwised. ""Ewek was distwaught, I am to undewstand.""

Hew eyes fwickew oddwy, and you detect what might be a wawe spawk of genuine amusement.",,
ZGRtalkPostGADHOreturn1,DialogOptionSelected,$option == ZGR_postGADHOreturn1,"$didGADHOtalk = true
FireAll ZGRpostGADHOelekHubOpts","Gwamow-Wotanev cweates a smiwe fow you.

""I am a patwon of the sciences. Didn't you heaw?""",,
ZGRpostGADHOelekHubOptA,ZGRpostGADHOelekHubOpts,!$saidElekPrefer,,,"ZGR_postGADHOelekPrefer:""Elek prefers his science abstract and very far away, I think.""",
ZGRpostGADHOelekHubOptB,ZGRpostGADHOelekHubOpts,!$askedElekHowKnow ,,,"ZGR_postGADHOelekHowKnow:""You prompted him. How did you know what that sensor array found?""",
ZGRpostGADHOelekHubOptC,ZGRpostGADHOelekHubOpts,"$global.foundOneslaught
!$offeredToSellOneslaught
!$global.gaveZGRoneslaughtAccess",,,"zgr_makePitch9OMKIbuy:""Do you want to buy the Onslaught Mk.I from me?""",
ZGRpostGADHOelekHubOptD,ZGRpostGADHOelekHubOpts,"$global.foundOneslaught
$offeredToSellOneslaught
!$global.gaveZGRoneslaughtAccess",,,"ZGR_omkiScanOfferRedux:""I've been thinking about your offer concerning the Onslaught Mk.I.""",
ZGRpostGADHOelekHubOptE,ZGRpostGADHOelekHubOpts,,,,"ZGR_postGADHOout:""Let's talk about something else.""",
ZGRpostGADHOelekPrefer,DialogOptionSelected,$option == ZGR_postGADHOelekPrefer,$saidElekPrefer = true 0,"She nods swowwy, once.

""It wiww take some time, and cwedits, fow him to become a usefuw asset again. It is much as any investment.""","ZGR_postGADHOelekPrefer2a:""So was the payoff worth the investment?""
ZGR_postGADHOelekPrefer2b:""That's a cold way to put it. He's a human being, even if he's.. him.""",
ZGRpostGADHOelekPrefer2a,DialogOptionSelected,$option == ZGR_postGADHOelekPrefer2a,"$option = ZGR_postGADHOelekPrefer3 0
FireBest DialogOptionSelected","""I cannot answew, as that investment has not fuwwy matuwed,"" she says. ""Which bwings me to business.""",,
ZGRpostGADHOelekPrefer2b,DialogOptionSelected,$option == ZGR_postGADHOelekPrefer2b,"$player.ethosHumanitarian++
$option = ZGR_postGADHOelekPrefer3 0
FireBest DialogOptionSelected","""Youw impuwse to mowawize is iwwewevant to my intewests,"" she says. ""Wet us wetuwn to business.""",,
ZGRpostGADHOelekPrefer3,DialogOptionSelected,$option == ZGR_postGADHOelekPrefer3,"$broughtUpOMKI = true 0
FireAll ZGRpostGADHOelekHubOpts","Hew eyes fix upon you thwough the wink. ""And that business is the Onswaught Mk.I, which you found.""",,
ZGRpostGADHOelekHowKnow,DialogOptionSelected,$option == ZGR_postGADHOelekHowKnow,"$askedElekHowKnow = true
FireAll ZGRpostGADHOelekHubOpts","""Owd wecowds,"" she says cuwtwy.

""The Gawatia Academy doesn't know what it has, much wess how to make good use of it. Theiw wack of sewf-motivation is sewf-evident.""",,
ZGRpostGADHrouteFromBuy,DialogOptionSelected,"$option == zgr_makePitch9OMKIbuy4later
$doingGADHOconv",FireAll PopulateOptions,"""Then this topic sewves no mowe puwpose,"" she says fwostiwy.

""Anything ewse?""",,
ZGRpostGADHrouteFromBuy2,DialogOptionSelected,"$option == zgr_makePitch9OMKIscan1
$doingGADHOconv",FireAll PopulateOptions,"""I am satisfied, $$playerName.""

It's not that hew tone is wawm, mowe that it wacks a cewtain othewwise ubiquitous contempt pewceivabwe onwy now by its absence. 

Pwesumabwy tempowawy, of couwse.",,
ZGRpostGADHout,DialogOptionSelected,$option == ZGR_postGADHOout,FireAll PopulateOptions,She makes no wesponse.,,
"# ZGR Onslaught Mk.I offer, previously denied",,# $offeredToSellOneslaught,,,,
