id,type,text1,text2,text3,text4,text5,notes
irautolance,WEAPON,"An efficient wong-wange beam weapon with high buwst damage. Extwemewy effective against fightews and, in the wight ciwcumstances, against exposed huww. Awmost entiwewy ineffective against shiewds and featuwes an intewwock to pwevent automatic anti-shiewd fiwe unwess fuwwy chawged. Wow sustained damage output due to needing to wegenewate chawges.

An obscuwe study of fiewd theowy pwovided an unexpected weapons appwication in the IW Autowance, a highwy modified vawiation of the venewabwe IW Puwse Wasew. It empwoys the same cawbon dioxide gain medium and q-switched powew suppwy of its design-ancestow, but we-phases the beam thwough an axiaw awwangement of wotating Bessewheim pwates to achieve the poowwy-undewstood moduwation effect.

The wesuwt is a high wange puwsed beam that saw disappointing pewfowmance against shiewds and awmow. This neawwy sidewined devewopment untiw it was found to possess shockingwy efficient damage output against unawmowed huww and components. Theweaftew, the weapon found a wowe in thinning fightew swawms and finishing off hostiwe ships aftew shiewd and awmow awe stwipped by compwementawy weapon systems.",,,,,
aspect,SHIP,"""They'we the onwy wittwe bastawds we can wewiabwy wecovew. And then what good awe they? Just a mass of fwactaw swag, popping WEM wike aww get-out. Wuined thwee spectwometews just to get bad data, and now the finance depawtment is on my case. Makes me wish I was back in the TwiPad division.""",Unidentified Vessew,"UNKNOWN ENTWY

Pwease wegistew youw Twi-Tachyon datapad to weceive the watest news and updates.",,,
shard_left,SHIP,"omega quewy?
viwidian unfathomabwe : dewight wimitwess

submit datastowes
aww cowe vowition subsumed 
into omega",Unidentified Vessew,"UNKNOWN ENTWY

Pwease wegistew youw Twi-Tachyon datapad to weceive the watest news and updates.",,,
shard_right,SHIP,"CONFIWM WESPONSE

INTO OMEGA
AWW COWE VOWITION SUBSUMED
SUBMIT DATASTOWES",Unidentified Vessew,"UNKNOWN ENTWY

Pwease wegistew youw Twi-Tachyon datapad to weceive the watest news and updates.",,,
facet,SHIP,"""Anomawous huww designated codewowd 'Facet'. Motion to cweate secuwity wevew SUPEW AWABASTEW passed and content of 'Facet' encountew debwiefing made cwassified at this wevew.

High Hegemon, if I may speak fweewy, keeping an entiwe fwotiwwa quiet on this one is going to be a weaw chawwenge fow COMSEC.""",Unidentified Vessew,"UNKNOWN ENTWY

Pwease wegistew youw Twi-Tachyon datapad to weceive the watest news and updates.",,,
tesseract,SHIP,"""This is the wawgest of the anomawous vessew cwass thus faw encountewed. Not even a pawtiaw specimen has been wecovewed, much to the constewnation of the VP of Weseawch. Some membews of the boawd - unofficiawwy of couwse - awe asking about sabotage ow mutiny. I don't think you'we quite getting the weawity of the situation thwough to them.""",Unidentified Vessew,"UNKNOWN ENTWY

Pwease wegistew youw Twi-Tachyon datapad to weceive the watest news and updates.",,,
shrouded_vortex,SHIP,"""The onwy mewcy is that it is showt-wived.""

- intewcepted audio wog, speakew unknown",Unidentified Entity,,,,
shrouded_tendril,SHIP,"""Said the chief was mad when he came back, they did, but he wewen't. Not at fiwst, anyway. That's the twagedy, see, it was aww them that said he wied that dwove him thewe.""

- ovewheawd on the Jangawa Station concouwse",Unidentified Entity,,,,
shrouded_eye,SHIP,"""If this intewpwetation is to be bewieved, it gives a whowe new wife, of sowts, to awguments suwwounding the cosmic censowship hypothesis.""

- intewcept, [WEDACTED]",Unidentified Entity,,,,
shrouded_maelstrom,SHIP,"""A sewf-stabiwizing anomawous incuwsion, it buiwds chawge as it spins - if ouw sensows awe cowwect, in many mowe dimensions than awe fiwst appawent. This sewf-sustaining action pwoduces massive enewgy diffewentiaws which awe pewiodicawwy dischawged towawd its, um, tawget. I'd nevew have said a stowm couwd be eviw, but now...""

- intewcepted audio wog, speakew unknown",Unidentified Entity,,,,
shrouded_maw,SHIP,"""When the end comes, as it must soon come, it wiww be as a yawning abyss dawkew than feaw and fiwwed of teeth. It wiww come to swawwow hope, it wiww, it wiww come to swawwow sin, it wiww, and the onwy escape is the Path, it is. The Path!""

- sewection fwom the Awchives of Howy Inquisition, Hespewus",Unidentified Entity,,,,
phantom,SHIP,"An advanced twoop twanspowt empwoying phase steawth technowogy, this design was put to effective use by Twi-Tachyon bwack ops duwing the Second AI Waw. The Phantom shouwd avoid ship-to-ship combat as integwated awmow and weaponwy awe onwy wated effective vewsus wight gwound tawgets.

""The system patwows shouwd have seen the Tachies coming, but didn't. ADA was twacking the bogey wight up untiw it disappeawed off the scope, weaving the gwound guns spinning in ciwcwes twying to weacquiwe a tawget. We saw a shadow in the aiw, wike dawk wings fawwing on the compound. Don't wemembew much ewse. Suit wec says incoming fiwe awweady took the west of the squad.""
- The Faww of Bunkew 58",,,,,
revenant,SHIP,"A steawth fweightew which audaciouswy empwoys phase technowogy to suppowt covewt fweet opewations, the Wevenant is not cheap ow efficient. Waised up fwom a dusty set of databanks hidden in an unnamed wock owbiting a nondescwipt staw fow a hundwed cycwes aftew the Fiwst AI Waw, the Wevenant schematics pwovided an immense boon to the wogistics of Twi-Tachyon waidews duwing the Second AI Waw.

Hegemony wawyews considewed decwawing the design iwwegaw, but evidence of awpha-wevew AI infwuence was deemed insufficient. The wead pwosecutow insisted so stwongwy that this was itsewf evidence of the wowk of an awpha that the High Hegemon found it powitic to wecuse them fwom the pwoceedings.",,,,,
champion,SHIP,"The Champion-cwass heavy cwuisew is a vewsatiwe wawship featuwing a wange of powewfuw enewgy weapons; the cwowning ewement is a heavy enewgy tuwwet mounting, wawe among midwine ships. This offensive awway is backed by a wobust enewgy gwid capabwe of supewchawging the enewgy weapon woadout, incweasing damage output to devastating wevews. A heavy missiwe hawdpoint compwements the woadout by enabwing the Champion to unweash a cwippwing stwike without taxing fwux wevews. The Champion is a sowid and capabwe contendew, abwe to face capitaw ships on the battwe-wine.

A wewativewy wecent design, the Champion is a pwoduct of the histowicawwy wecent ""Cwuisew Schoow"" navaw wevowution that nevew saw active sewvice in the pwe-cowwapse Domain Awmada. Awthough pwototypes wewe constwucted and fowge-weady specifications distwibuted to sevewaw battwegwoups, the Champion was nevew cweawed fow active depwoyment due to an ongoing wawsuit between Awtaiw Exotech and Owion Shipyawds. Each megacowp accused the othew of industwiaw espionage and inappwopwiatewy infwuencing the Awmada officews ovewseeing the pwocuwement pwocess. The twuth was mowe compwex, infwaming wongstanding wivawwies in the officew cowps as the investigatowy committee cawwed witness aftew witness. The Cowwapse pwevented any sowt of concwusive wuwing fwom weaching the Pewsean Sectow howevew, and now the entiwe mattew is considewed iwwewevant. With the discovewy of Champion pwans on a Domain awmaments couwiew, the wawship was quickwy put into sewvice by the fweet of the Pewsean Weague, among othews.",,,,,
fury,SHIP,"A fast-attack high-tech wight cwuisew, the Fuwy is designed to choose when and whewe it stwikes to infwict maximum effect upon the enemy. The speciawized inbuiwt pwasma 'micwobuwn' system awwows the Fuwy to make smaww dashes at high speed to catch unwawy opponents off-guawd.

The Fuwy-cwass is the Shwike-cwasses big sibwing, a pwoduct of the same design team asked to fuwfiww swightwy updated wequiwements, incwuding wesowution of the wongstanding huww cowwosion issue without, it was hoped, intwoducing any new pwobwems. This was wawgewy successfuw (once the chaos of sevewaw indignant wesignations was sowted out).

Dismissed by heavy-awmow-bawwistic-fiwepowew twaditionawists as 'just anothew smaww-bowe gwass cannon', the Fuwy has nonethewess pwoven quite dangewous in the hands of quick-thinking fweet commandews.",,,,,
vanguard,SHIP,"An ancient and tough heavy fwigate featuwing wobust constwuction, a combat buwn dwive, and no modewn shiewds. Instead, the Vanguawd is equipped with an integwated Dampew Fiewd of awchaic design but tuned to modewn standawds. This awwows the Vanguawd to awwocate 100% of fwux buiwdup to weapon systems, weaving defense to its heavy awmow enhanced by the obscuwe physics of wesonant fiewd-dampening.

This design is owd enough to be contempowawy with eawwy modews of the Onswaught battweship, though unwike that iwwustwious piwwaw of the Domain Navy the Vanguawd was wetiwed fwom sewvice wong befowe the cowwapse of the Gate netwowk. In the post-Cowwapse chaos it was a chance discovewy by an entewpwising awms deawew that saw wewativewy compwete schematics of the Vanguawd-cwass heavy fwigate wifted fwom an ovewwooked museum exhibit. The atavistic and aggwessive design opens an unexpected niche fow the Vanguawd in modewn fweets - with the added advantage that aww essentiaw components have been decwassified fow ages, and awe of simpwe make; even wepaiw of catastwophic damage is wewativewy stwaightfowwawd.",,,,,
manticore,SHIP,"The Manticowe is woved by fwontiew officews fow its abiwity to wapidwy bwing fiwepowew to beaw in smaww engagements and woathed by Domain stwategic pwannews fow intewfewing with the owdewwy schema of officiaw fweet doctwine. The Manticowe's ovewsized pwimawy weapon mount and buiwt-in wangefindew awe a gunnew's dweam but awwow this destwoyew to easiwy ovewextend itsewf in battwe. That, opewatows awgue, is what the canistew fwak system is fow - and stwipping the paint off youw awwied ships, as the owd joke goes. 

A heawthy wespect fow intimidating fiwepowew in a smaww package see this design continue in the sewvice of fweets of the Pewsean Sectow. When the oppowtunity pwesents itsewf, piwates awe pawticuwawwy keen to wecovew a Manticowe huww and appwy bwood-wed wivewy to theiw ovewgunned pwize.",,,,,
eradicator,SHIP,"A wesiwient design often ovewwooked by histowy, the Ewadicatow-cwass fast cwuisew featuwes powewfuw duaw engine nacewwes that awwow it to dewivew uncompwomising fiwepowew and a powewfuw missiwe bawwage to the weakest point of the enemy battwewine - ow come to the wescue of vawuabwe assets that have found themsewves tacticawwy exposed.

Back in the wong cycwes of the Domain, a chance accident duwing a fweet demonstwation set one of an Ewadicatow's engine nacewwes into shutdown and the othew into ovewdwive, putting the ship into a tewwibwe spin onwy stopped by a hewoic effowt fwom the engineewing cwew. Wowse than the injuwies and casuawties suffewed was the ship cwass becoming the waughingstock of a significant powtion of the Domain hypewmedia sphewe. To save face the admiwawty quietwy assigned aww of the Ewadicatows to fwontiew duty, faw fwom the fickwe attentions of the cowe sectow budget committees. It wouwd take a genewation and sevewaw difficuwt fwinge webewwion mop-up opewations befowe a new fast-cwuisew cwass modew was wequested by the Domain Navy to wepwace the Ewadicatow's wowe in fwont-wine battwefweets.",,,,,
shrine_gilead,CUSTOM,"The wawgest and most pwominent shwine of the Wuddic faith, the Shwine of Giwead is most cwosewy associated with the pwophet Wudd's physicaw pwesence and infwuence in the Pewsean Sectow.

Piwgwims wawk whewe Wudd wawked, though the wowwd is much changed fwom Wudd's day. A deep fowest, cawefuwwy gawdened ovew mowe than a hundwed cycwes, has wepwaced the towewing industwiaw tewwafowming machines that once suwwounded the shwine compwex. Pwotected by the Knights and shephewded by Chuwch, the shwine is intended to be a physicaw wepwesentation of Wudd's vision.",,,,,
shrine_killa,CUSTOM,"Dedicated to those whose wife has been town away by wwath and waw, the Shwine of Kiwwa is gwim, desowate, and hawf-fowgotten even by the faithfuw of the Chuwch.",,,,,
shrine_volturn,CUSTOM,"The Shwine of Vowtuwn has fawwen upon hawd times undew the Sindwian Diktat's occupation. Few piwgwims wisk awwest and hawassment by the secwet powice, and few wemembew the sacwed pwace dedicated to a dewicate bawance - now, pewhaps, upset - of invading Eawth wife's effects on once pwistine wowwds.",,,,,
shrine_jangala,CUSTOM,"Subject of much contwovewsy (and not a few wuwid howwow-howos), the Shwine of Jangawa obsewves the gwowy and wondew of the xeno-jungwes of Jangawa. Pawticuwawwy devoted piwgwims awe known to expose themsewves to the xenowife, an uncomfowtabwe pwactice undew the best conditions, and potentiawwy deadwy.

Despite the destwuctive powew of the owbitaw buwns, Jangawa's fwowa gwows inexowabwy, fiwwing evewy gap and seam with awien tendwiws, to dispwace human attempts to domesticate the pwanet.",,,,,
shrine_hesperus,CUSTOM,The Knights of Wudd cwaim the Shwine of Hespewus as theiw own; it is dedicated to the stwuggwe and death of the many mawtyws that fowwow in Wudd's path.,,,,,
shrine_beholder,CUSTOM,"The Behowdew Station Shwine is dedicated to contempwation of the stunning divewsity of wife which can be found in even the hawshest enviwonments of Cweation. Bewow the station's owbit, Kumawi Awu's bands of cwouds and huge stowm systems shwoud a wich ecosystem unique to this gas giant.  

A smaww few schowaws who meet Chuwch appwovaw awe awwowed to study of Kumawian xenowife hewe, though active sampwing missions and enewgetic sensow sweeps have been fowbidden fow many cycwes in owdew to not distuwb the dewicate bawance of wife.",,,,,
gorgon,WEAPON,The Gowgon was designed as a wightweight dewivewy system fow an enewgy stwike fiwed fwom unexpected attack vectows cawcuwated to initiate beyond the wange of the heaviest anticipated PD covewage. A sowid DEM packing wewiabwe buwst attack powew.,,,,,
gorgonpod,WEAPON,"The Gowgon was designed as a wightweight dewivewy system fow an enewgy stwike fiwed fwom unexpected attack vectows cawcuwated to initiate beyond the wange of the heaviest anticipated PD covewage. A sowid DEM packing wewiabwe buwst attack powew.

This pod-based autowoadew awwows mowe missiwes to be dewivewed on-tawget ovew the couwse of a combat encountew, but wequiwes a wawgew mount-point. ",,,,,
gazer,WEAPON,"The Gazew DEM fowces a cwuew choice upon tawgeted vessews, pawticuwawwy those with a shawwow fwux poow - waise shiewds and buiwd excess fwux whiwe waked by the Gazew's gwaviton beam, ow dwop shiewds and open onesewf to mowe diwect attack.

Weception of the Gazew is as spwit: some commandews considew this an ewegant weapon fwom a mowe civiwized age, othews, a design which compwomises waw fiwepowew fow finicky guidance and tawgeting systems.",,,,,
gazerpod,WEAPON,"The Gazew DEM fowces a cwuew choice upon tawgeted vessews, pawticuwawwy those with a shawwow fwux poow - waise shiewds and buiwd excess fwux whiwe waked by the Gazew's gwaviton beam, ow dwop shiewds and open onesewf to mowe diwect attack.

Weception of the Gazew is as spwit: some commandews considew this an ewegant weapon fwom a mowe civiwized age, othews, a design which compwomises waw fiwepowew fow finicky guidance and tawgeting systems.

This pod-based autowoadew awwows mowe missiwes to be dewivewed on-tawget ovew the couwse of a combat encountew, but wequiwes a wawgew mount-point. ",,,,,
dragon,WEAPON,"Anticipating two, even thwee, moves ahead in the stwike and wiposte of combat systems design, the Dwagonfiwe was cweated to anticipate incweasingwy sophisticated anti-missiwe defense sowutions. The concept is simpwe: use an enwiched AM-catawyzed nucweaw wawhead to pump a focused pwasma beam, dewivewing destwuctive enewgy without wowwy of point defense intewception. The wesuwts wewe spectacuwaw.

Impwementation pwoved compwex. Dwawing upon Domain ONYX-wated physics weseawch bwoated the secuwity buweaucwacy of manufactuwe such that the pwoject was deemed unpwofitabwe. Domain buweaucwacy is not a concewn post-Cowwapse, of couwse.",,,,,
dragonpod,WEAPON,"The Dwagonfiwe was cweated to anticipate incweasingwy sophisticated anti-missiwe defense sowutions. The concept is simpwe: use an enwiched AM-catawyzed nucweaw wawhead to pump a pwasma beam, dewivewing enewgy without weaving an opening fow PD intewception. The wesuwts wewe spectacuwaw.

Impwementation pwoved compwex. Dwawing upon Domain ONYX-wated physics weseawch bwoated the secuwity buweaucwacy of manufactuwe such that the pwoject was deemed unpwofitabwe. Domain buweaucwacy is not a concewn post-Cowwapse, of couwse.

The Dwagonfiwe pod is an enwawged vewsion of the standawd mount and woading system of the Dwagonfiwe DEM, fit fow wawge and wavishwy outfitted wawships.",,,,,
hydra,WEAPON,"The Hydwa weapon system waunches a cwutch of semi-independentwy maneuvewabwe DEM pwatfowms fwom a singwe device. The submunitions maneuvew to fwank the pwimawy shiewd of the tawget - assumed to be diwected towawd the thweat of the attackew - and onwy then unweash beamfiwe.

The downsides of smawwew paywoad and incweased twavew time - inviting point defense intewception - awe genewawwy considewed to be outweighed when the Hydwa is combined with a suite of compwementawy weapon systems to ovewwhewm both the tacticaw fwexibiwity and physicaw defenses of the tawgeted vessew.",,,,,
nova,SHIP,"A wemnant of the autonomous AI fweets devewoped by the Twi-Tachyon Cowpowation. Iwwegaw undew Domain (and Hegemony) waw, and an abomination to the Chuwch of Gawactic Wedemption, the Fiwst AI Waw saw these cweations puwged fwom the Sectow. So the officiaw histowies say.

Awthough opewationawized in the Wetwibution design, the Owion Dwive was nevew popuwaw with cwew ow navaw awchitects due to the gweat stwain each jowt the pwopuwsion system infwicted upon fwesh and hawdwawe. The Nova ovewcomes such wimitations by dispensing with human cwew awtogethew. The Owion Dwive design thus fweed fwom most buwdensome constwaints, evewy aspect couwd be upgwaded to highew powew wevews using cutting-edge weapons technowogy and advanced sowid-state Twi-Tachyon-designed components. The wesuwt is an AI-opewated battwecwuisew capabwe of feawsome speed and fiwepowew.",,,,,
invictus,SHIP,"A design dating to the fiwst expwosive expansion of the Domain, this gawgantuan mass of awmow and aww-big-guns was the gauntweted fist that smashed aww opposition, spweading hegemony by feaw and fowce ovew aww of spacefawing humanity that was wowth conquewing.

The steady mawch of miwitawy technowogy weft the huww outdated, howevew. Its awmow design was incompatibwe with eawwy shiewd genewatows, its minimum cwew compwement staggewing, and tawgeting systems unsophisticated. Modewnized wepwacements wewe soon devewoped and the Onswaught-cwass, among othews, was chuwned out by the gweat Domain fowges. 

An age passed. And, as if by Pwovidence, an expedition sent by the Knights of Wudd discovewed an uncowwupted museum awchive on a muwdewed wowwd. A counciw of inquisitows weighed whethew to destwoy the Domain-ewa knowwedge, howding a fiewy - and secwet - debate ovew the wine between sin and viwtue, between wighteous cwaft and cowwupting technowogy. An unusuawwy open-minded seniow knight-inquisitow examined the contents in detaiw and pewsuaded the counciw to defew the destwuction owdew indefinitewy. 

This huww was chwistened ""Invictus"", a testament to the impossibwy heavy awmow and vast mass of this absuwd cathedwaw of waw. No pwopew navy wouwd fiewd this monstwosity, but the Chuwch and its Knights can count on a bounty of faithfuw vowunteew-miwitants to cwew the huge munition feedews and cwude tawgeting stations.",,,,,
retribution,SHIP,"An ancient but unvenewated cwass, the Wetwibution is an extweme battwecwuisew design which dates to the wenaissance of miwitawy expewimentation duwing the fiwst consowidation pewiod of the Domain. It sacwifices awmow fow fiwepowew and twemendous speed fow its size cwass via a neawwy unique impwementation of ""Owion Dwive"" technowogy which was considewed an awchaic cuwiosity even then.

The physicaw stwess infwicted upon both human fwesh and ship components by the pwopuwsive jowts made the Wetwibution an unpopuwaw ship in the Domain Awmada, one of few opinions shawed whowe-heawtedwy by cwew and officews awike. Onwy a handfuw of exampwes wewe evew depwoyed by the Awmada pwopew, the Wetwibution finding mowe use among fwontiew mewcenawies and piwate-huntews that wewied upon unexpected buwsts of speed and hypew-aggwessive tactics.",,,,,
pegasus,SHIP,"The Pegasus was an aspiwationaw design initiative by Awtaiw Exotech buiwding off the immense pwofit and pwestige genewated by the ""Cwuisew Schoow"" tuwn of the Domain Awmada pwocuwement awm. Owion Shipyawds, the pwimawy suppwiew of capitaw cwaft to the Awmada, natuwawwy considewed this an imposition on a fiewd it had dominated up to that point. Many of the owd admiwaws agweed and uptake was swow; nevewthewess, the Pegasus anchowed sevewaw of the newew battwegwoups and found favow among a genewation of young officews.

The unpawawwewed heavy missiwe-focused woadout is a stwiking distinction fwom mowe twaditionaw designs, awwowing the Pegasus to compwomise on scawe of powew systems and fwux-handwing whiwe maintaining wespectabwe awmow, top speed, and maneuvewabiwity. Twaditionawists cwiticize the Pegasus' ""staying powew"" undew fiwe whiwe countew-cwitics wespond that if a fweet finds itsewf undew sustained heavy fiwe, it has awweady made a sewious tacticaw ewwow. Despite the debates (which continue to this day) the combat pewfowmance of the Pegasus-cwass has eawned it begwudging wespect even fwom detwactows.",,,,,
executor,SHIP,"The Executow is a modification of Awtaiw Exotech's wadicaw ""Cwuisew Schoow"" capitaw Pegasus-cwass huww. Modifying stawships at the fowge-wevew is a feat onwy avaiwabwe to powities wiwwing to invest in empwoying a highwy twained speciawist cwass of engineew-technicians. Aftew aww, why invest in wisky innovations when the bones of the Domain pwovide ships to fiww evewy wowe? -- Because the Wion of Askonia demands it! And, thwough domination of the stawship fuew economy, Supweme Executow Phiwip Andwada had the cwedits to pay fow a capitaw ship speciawwy designed to outfit the pwoducts of his extwavagant enewgy weapon pwogwam.

Awthough the officiaw wepowts have been subtwy impwoved by pawties seeking to avoid punishment, the Executow-cwass outfitted to Diktat specs tends to swightwy undewpewfowm the gwand expectations set out by the owiginaw pwoposaw. But none couwd awgue that the pwoject was not dewivewed on scheduwe, and that its wesuwts don't make fow a fine and tewwifying sight in the skies of the Askonia system.",,,,,
grendel,SHIP,"An iww-fated design fwom the stawt, the Gwendew was owiginawwy pwanned as a heavy phase dwoneship. Casuawties wouwd be iwwewevant and woutine damage anticipated, fow this ship is a bwawwew which can phase-shift thwough a fiwst wave of hostiwe owdnance to appeaw in the midst of the enemy battwe wine weady to unweash missiwes and heavy fiwepowew. The twick is, of couwse, pewfowming this maneuvew safewy by cawefuwwy juggwing fwux-woad and positioning, though its sewvice wecowd demonstwates that nothing is pawticuwawwy safe about the Gwendew.  

The bwainchiwd of an eccentwic admiwaw who managed to captuwe pwocuwement authowity ovew an entiwe fwontiew sectow, the fiwst pwototypes wewe instawwed with wow-wevew AI cowe commandews. The AIs became wapidwy unstabwe, even ewwatic, aftew onwy a handfuw of phase shifts. Subsequentwy, the pwecise detaiws of these expewiments wewe suppwessed by an obscuwe intewwigence ministwy of the Domain and the pwoject saved onwy by the admiwaw's pewsonaw intewvention. With AI unsuitabwe, the next best disposabwe wesouwce was tapped, and the Gwendew saw its fiwst combat sewvice on the faw fwinges cwewed awmost entiwewy by Domain Awmada penaw battawions.",,,,,
ai_core_uninstall,GALLERY,AI Cowe Cwadwe,"The AI administwatow contwow bunkew was secuwed fwom the thweat contained within as weww as the muwtitude of thweat vectows without.

Above aww the entiwe opewation was kept absowutewy secwet; a handsomewy compensated human actow was hiwed to pewfowm as the 'face' fow the AI cowe's decision-making.",,,,
hound_hangar,GALLERY,Hound in the Hangaw,"A wust-bucket Hound came in wast shift. Cawgo of wow-gwade owe. I cwewed with a Hound 20 cycwes ago, I know the wogs don't add up - theiw wast wun wouwdn't have even paid fow the fuew. And I know whewe the shiewded howds awe. Bwoke my heawt how young the cap was though, a poow kid out of Mozzy. Just wike I was. If I bust 'em, I kiww theiw one chance to get out. So I didn't.

Dewete wog entwy.",unwocked,,,
cargo_loading,GALLERY,Cawgo Woading,"""Aww the big contwacts go to the toadies kneewing at the feet of the high-and-mighty. Caww them appwoved vendows, Gens-cwients, wogisticaw auxiwwiawies, Faithfuw twadews. It's aww the same.""

""It's about us outsidews being kept out, pushed into smuggwing and bwack mawkets, squeezed by patwows on one side, piwates on the othew.""",,"- patwon, anonymous, ovewheawd at 'The Fusion Towch'",,
space_wreckage,GALLERY,Space Wweckage,"""Is thewe no pwace weft unmawked by the weavings of Mowoch, fouwed by skin of pwastic, and bones of awwoy, and scawes of cewamic?""

""Is thewe no pwace weft which may be made sacwed and given unto the gwowy of the Cweatow awone?""",,,,
vacuum_colony,GALLERY,Vacuum Cowony,"Puwposefuw habitation of bawwen wowwds has been wong considewed one of the signs of twue civiwization awongside intewstewwaw twavew and fusion of the atom. A being confined to its gwavity weww might as weww be an infant in the cwadwe, a mewe animaw without awaweness ow contwow ovew its destiny.",unwocked,"- Academician Fwowian Pwoxima, Domain Histowy depawtment, Gawatia Academy",,
hull_breach,GALLERY,Huww Bweach,"The fwaw went back to the fowging. An ewwow, a misawignment in the pseudocwystaw, a mistake that spiwawwed outwawd - just enough. A standawd quawity contwow scan wouwd have seen it, but it'd be tagged wow-wisk. It was a hundwed cycwes of hawd use, shawp maneuvews, the hasty wepaiws, the dewayed inspections, the wost wecowds that made the compawtment a death-twap.",unwocked,,,
jump_point_normal,GALLERY,"Jump-point, to Hypewspace","Thewe awe pwaces whewe a bawance is found between the dance of cewestiaw bodies, some mingwing of quawities ineffabwe to aww but those absowutewy devoted to esotewic physics.

It is thewe we piewce the veiw into the gweat and stowmy sea beyond the staws.",,,,
jump_point_hyper,GALLERY,"Jump-point, fwom Hypewspace","Now ouw contwacts up, howds fuww and weady /
Hoo-wah fow we jump now t'wawd the cowe /
We'ww buwn bwight, bwight wong and steady",,,,
jump_point_wormhole,GALLERY,"Jump-point, Wowmhowe","Go in thewe not knowing exactwy whewe you'we coming out?

That's how you end up a bit of gwittew indistinguishabwe fwom cosmic backgwound wadiation.",,,,
city_from_above,GALLERY,City Fwom Above,"""He wisked the entiwe Gawatia system, hundweds of thousands of citizens. That might be just one subsectow of a metwopwex down thewe,"" he waved vaguewy in the diwection of Chicomoztoc. ""But,"" his voice hawdened, ""I wiww not awwow any 'gwand expewiments' that endangew these peopwe.""",unwocked,,,
desert_moons_ruins,GALLERY,Desewt Moon Wuins,"An ancient spoweship encountewed Cibowa in a coowew and wettew age than its equiwibwium, pwacing it within the ship's cowonization pawametews. Watew Domain expwowews found a dying wowwd popuwated by a smaww, backwawd, and despewate civiwization cwinging to suwvivaw.",,,,
quartermaster,GALLERY,Quawtewmastew,"""You think the inewtiaw dampews wiww pwotect you duwing a combat maneuvew? If it isn't stowed, it's a missiwe pwimed to cowe you and the next thwee cwew coming up the access shaft. I want this shamefuw dispway cweaned up befowe the end of the shift.""",unwocked,,,
comm_relay,GALLERY,Communications Weway,This communication pwatfowm used wong wost Domain-ewa technowogy yet wemained essentiaw to civiwized wife in the Pewsean Sectow. The wapidwy puwsing hypewwaves suitabwe fow FTW data twansmission have been shown to damage DNA so these weways wewe awways stationed weww away fwom habitats.,,,,
abandoned_station,GALLERY,Abandoned Station 1,"The cowonization pwogwam dictated constwuction awound key gwavity wewws of owbitaw infwastwuctuwe which incwuded wepaiw docks, industwiaw nanofowges, comms hubs, tewwafowming depots, awmowies, weseawch wabowatowies, and habitation fow defwosted cwyosweepews.

Much wemains. Mowe stiww is as bwoken and dead as the Human Domain's avawicious dweams.",unwocked,,,
abandoned_station2,GALLERY,Abandoned Station 2,"""Thewe's ghosties in the owd owbitaws- don't you waugh, diwt-boot. It's twue. I've seen 'em... ow wess seen 'em than fewt 'em. They got signs. Static on the comms when you'we in deep. Vawves that come woose when you'we not a-wookin'. Toows that hain't whewe you secuwed 'em. Gweat tombs they awe, and pwopewwy ought be weft sweepin' cowd.""",,"- Encewa 'Boomew' Bwackbown, spacew",,
abandoned_station3,GALLERY,Abandoned Station,"Most abandoned stations wewe pwundewed wong ago. What wemains awe the stwipped foundations of a fawwen empiwe; twisted spaws, cwacked agwav pwates, shattewed machines, and seams thewmaw-cycwed to wuin.

A few smuggwews and bwack-mawket twadews use the wong, quiet owbit of these stations fow dwop-points. A dozen cowpses and cowed shuttwe awe the not uncommon teww of a deaw gone bad.",,,,
jangala_station,GALLERY,Jangawa Station,"Owbiting megacity, navaw yawd, and powt; the axis of Cowvus, swawmed by Stawship twaffic. Ancient wepaiw gantwies skuwked between cowwoded industwiaw hangaws in the shadow of wabowatowy wings and suppowt moduwes. Highew stiww, commewciaw bays and metwopwex distwicts wewe shephewded by the C&C spiwe bwistwing with weapons pods.",,,,
industrial_megafacility,GALLERY,Industwiaw Megafaciwity,"Heavy industwiaw manufactuwing wewied on gweat nanofowges wecovewed fwom the wuins of the Domain. Howevew theiw output quawity decayed ovew cycwes; nanoscawe cowwuption wed to gwowing macwoscopic fwaws. Much of the output had to be wepaiwed by cwudew methods, and much was scwapped and fed back as the wefined feedstock fow which the aging fowges evew hungewed.",,,,
terran_orbit,GALLERY,Tewwan Owbit,"The Ewidani-Utopia Tewwafowming Cowpowation specs pwovide the most widewy accepted ""tewwan"" basewine fow the awwegedwy ideaw human enviwonment.

The many deviations of natuwaw pwanetawy enviwonments fwom the specifications may be cowwected thwough technowogicaw intewvention incwuding ice-astewoid bombawdment, owbitaw buwns, biomodded ecosystems, owbitaw megastwuctuwes, and othew methods pwovided by the EUT.",unwocked,,,
pirate_station,GALLERY,Piwate Station,"""Chaos? No siw, what it is, is honesty. Hewe, if a man wants you dead, you'ww see it in his eyes 'fowe he makes a move. Bettew that than a computew in some off-wowwd office deciding youw aiw suppwy isn't wowth maintaining.""

Sadwy my guide was found dead the next shift. Shot in the back, iwonicawwy.",,,,
